"PointID","x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Turb_Kin_Energy","Omega","Grid_Velocity_x","Grid_Velocity_y","Grid_Velocity_z"
27, -2.521296116000000e-02, 1.321843616000000e-02, -6.448665489000000e-03, 9.195013997244442e-01, 0.000000000000000e+00, -4.501315226164476e+01, -9.226769174891388e+01, 2.227875041207490e+05, 1.000000000000000e-10, 2.100195659471289e+05, 0.000000000000000e+00, -4.895944333934010e+01, -1.003567757257884e+02
28, -2.521296116000000e-02, 1.327648411000000e-02, -6.328294462000000e-03, 7.984630755943271e-01, 0.000000000000000e+00, -3.836346158392358e+01, -8.048485910097604e+01, 2.244006477859837e+05, 1.000000000000000e-10, 2.607465356950541e+05, 0.000000000000000e+00, -4.804556457075498e+01, -1.007974863385248e+02
29, -2.521296116000000e-02, 5.068382427000000e-03, -1.411117372000000e-02, 1.083116239846097e+00, 1.512943438485518e+02, -7.161422688461033e-01, -4.917501617737293e-01, 2.276592464040875e+05, 1.115461198351785e+02, 6.076021762053145e+05, 0.000000000000000e+00, -1.071346019380918e+02, -3.848008284506220e+01
30, -2.521296116000000e-02, 5.196389585000000e-03, -1.406453908000000e-02, 1.085811059892010e+00, 1.564932152567972e+02, 9.156169742465039e-01, 1.670294152882407e+00, 2.278059366391880e+05, 1.116688093305243e+02, 6.123363612673969e+05, 0.000000000000000e+00, -1.067805432543804e+02, -3.945193651150239e+01
31, -2.521296116000000e-02, 5.386598833000000e-03, -1.399279376000000e-02, 1.086782912447876e+00, 1.601483289515532e+02, 1.872100885101299e+00, 2.295219858709997e+00, 2.279764941121210e+05, 1.132476401618180e+02, 6.220477247767906e+05, 0.000000000000000e+00, -1.062358397129431e+02, -4.089603977844337e+01
32, -2.521296116000000e-02, 5.660362235000000e-03, -1.388430854000000e-02, 1.086592636429308e+00, 1.621394285281635e+02, 2.602017495151774e+00, 1.849862017690835e+00, 2.280000702908935e+05, 1.145213327561997e+02, 6.281554267115187e+05, 0.000000000000000e+00, -1.054122001566960e+02, -4.297450140611922e+01
33, -2.521296116000000e-02, 6.036705093000000e-03, -1.372486488000000e-02, 1.084435969210792e+00, 1.639651775744395e+02, 1.920688272483892e+00, 2.683705583716745e+00, 2.274656926993649e+05, 1.167645182224241e+02, 6.370777644681971e+05, 0.000000000000000e+00, -1.042016748393411e+02, -4.583176495372395e+01
34, -2.521296116000000e-02, 6.522423146000000e-03, -1.350080444000000e-02, 1.083505358475833e+00, 1.645561446541168e+02, 6.282789484295122e-01, 2.062790170652435e+00, 2.272227595421665e+05, 1.179762959084096e+02, 6.412531190056098e+05, 0.000000000000000e+00, -1.025005671550490e+02, -4.951942490992920e+01
35, -2.521296116000000e-02, 7.100231723000000e-03, -1.320607564000000e-02, 1.084412566306368e+00, 1.653030006496175e+02, -5.919647872519038e-01, 1.793229177814978e+00, 2.271162988496148e+05, 1.196695010017650e+02, 6.471789010318929e+05, 0.000000000000000e+00, -1.002629324058616e+02, -5.390625290323594e+01
36, -2.521296116000000e-02, 7.723948305000000e-03, -1.285123912000000e-02, 1.084832041523736e+00, 1.654309816296673e+02, -1.438649499887079e+00, 1.239894649162539e+00, 2.270706925272448e+05, 1.205415473074712e+02, 6.499159611387292e+05, 0.000000000000000e+00, -9.756894889480766e+01, -5.864162283494117e+01
